unit,n_portion,sex,age,country,time,value
PC,1-4,F,Y20-24,LV,2014 ,38.6
PC,1-4,F,Y20-24,MT,2014 ,39.1
PC,1-4,F,Y20-24,NL,2014 ,25.4
PC,1-4,F,Y20-24,NO,2014 ,82.9
PC,1-4,F,Y20-24,PL,2014 ,53.2
PC,1-4,F,Y20-24,PT,2014 ,61.6
PC,1-4,F,Y20-24,RO,2014 ,42.3
PC,1-4,F,Y20-24,SE,2014 ,
PC,1-4,F,Y20-24,SI,2014 ,61.6
PC,1-4,F,Y20-24,SK,2014 ,47.0
PC,1-4,F,Y20-24,TR,2014 ,62.5
PC,1-4,F,Y20-24,UK,2014 ,41.0
PC,1-4,F,Y25-29,AT,2014 ,60.0
PC,1-4,F,Y25-29,BE,2014 ,70.5
PC,1-4,F,Y25-29,BG,2014 ,54.0
PC,1-4,F,Y25-29,CY,2014 ,49.2
PC,1-4,F,Y25-29,CZ,2014 ,68.7
PC,1-4,F,Y25-29,DE,2014 ,41.9
PC,1-4,F,Y25-29,DK,2014 ,33.6
PC,1-4,F,Y25-29,EE,2014 ,46.9
PC,1-4,F,Y25-29,EL,2014 ,54.6
PC,1-4,F,Y25-29,ES,2014 ,62.0
PC,1-4,F,Y25-29,EU28,2014 ,50.6
PC,1-4,F,Y25-29,FI,2014 ,40.6
PC,1-4,F,Y25-29,FR,2014 ,48.6
PC,1-4,F,Y25-29,HR,2014 ,67.2
PC,1-4,F,Y25-29,HU,2014 ,64.7
PC,1-4,F,Y25-29,IE,2014 ,26.5
PC,1-4,F,Y25-29,IS,2014 ,64.9
PC,1-4,F,Y25-29,IT,2014 ,62.6
PC,1-4,F,Y25-29,LT,2014 ,41.6
PC,1-4,F,Y25-29,LU,2014 ,39.0
PC,1-4,F,Y25-29,LV,2014 ,40.1
PC,1-4,F,Y25-29,MT,2014 ,61.1
PC,1-4,F,Y25-29,NL,2014 ,25.2
PC,1-4,F,Y25-29,NO,2014 ,58.3
PC,1-4,F,Y25-29,PL,2014 ,59.8
PC,1-4,F,Y25-29,PT,2014 ,52.2
PC,1-4,F,Y25-29,RO,2014 ,53.0
PC,1-4,F,Y25-29,SE,2014 ,53.7
PC,1-4,F,Y25-29,SI,2014 ,66.5
PC,1-4,F,Y25-29,SK,2014 ,57.3
PC,1-4,F,Y25-29,TR,2014 ,72.3
PC,1-4,F,Y25-29,UK,2014 ,42.5
PC,1-4,F,Y25-34,AT,2014 ,59.6
PC,1-4,F,Y25-34,BE,2014 ,69.2
PC,1-4,F,Y25-34,BG,2014 ,57.0
PC,1-4,F,Y25-34,CY,2014 ,51.4
PC,1-4,F,Y25-34,CZ,2014 ,67.9
PC,1-4,F,Y25-34,DE,2014 ,44.7
PC,1-4,F,Y25-34,DK,2014 ,37.4
PC,1-4,F,Y25-34,EE,2014 ,47.5
PC,1-4,F,Y25-34,EL,2014 ,55.9
PC,1-4,F,Y25-34,ES,2014 ,61.9
PC,1-4,F,Y25-34,EU27_2020,2014 ,54.0
PC,1-4,F,Y25-34,EU28,2014 ,52.3
PC,1-4,F,Y25-34,FI,2014 ,44.8
PC,1-4,F,Y25-34,FR,2014 ,51.9
PC,1-4,F,Y25-34,HR,2014 ,73.1
PC,1-4,F,Y25-34,HU,2014 ,63.2
PC,1-4,F,Y25-34,IE,2014 ,32.6
PC,1-4,F,Y25-34,IS,2014 ,61.7
PC,1-4,F,Y25-34,IT,2014 ,66.2
PC,1-4,F,Y25-34,LT,2014 ,47.3
PC,1-4,F,Y25-34,LU,2014 ,43.0
PC,1-4,F,Y25-34,LV,2014 ,41.9
PC,1-4,F,Y25-34,MT,2014 ,57.4
PC,1-4,F,Y25-34,NL,2014 ,26.0
PC,1-4,F,Y25-34,NO,2014 ,61.5
PC,1-4,F,Y25-34,PL,2014 ,60.0
PC,1-4,F,Y25-34,PT,2014 ,56.4
PC,1-4,F,Y25-34,RO,2014 ,51.9
PC,1-4,F,Y25-34,RS,2014 ,
PC,1-4,F,Y25-34,SE,2014 ,59.4
PC,1-4,F,Y25-34,SI,2014 ,62.8
PC,1-4,F,Y25-34,SK,2014 ,53.5
PC,1-4,F,Y25-34,TR,2014 ,73.0
PC,1-4,F,Y25-34,UK,2014 ,41.7
PC,1-4,F,Y25-64,AT,2014 ,65.7
PC,1-4,F,Y25-64,BE,2014 ,73.1
PC,1-4,F,Y25-64,BG,2014 ,51.3
PC,1-4,F,Y25-64,CY,2014 ,55.8
PC,1-4,F,Y25-64,CZ,2014 ,59.9
PC,1-4,F,Y25-64,DE,2014 ,51.2
PC,1-4,F,Y25-64,DK,2014 ,39.1
PC,1-4,F,Y25-64,EE,2014 ,52.3
PC,1-4,F,Y25-64,EL,2014 ,61.7
PC,1-4,F,Y25-64,ES,2014 ,66.0
PC,1-4,F,Y25-64,EU27_2020,2014 ,56.9
PC,1-4,F,Y25-64,EU28,2014 ,54.6
PC,1-4,F,Y25-64,FI,2014 ,48.1
PC,1-4,F,Y25-64,FR,2014 ,57.1
PC,1-4,F,Y25-64,HR,2014 ,72.5
PC,1-4,F,Y25-64,HU,2014 ,65.1
PC,1-4,F,Y25-64,IE,2014 ,33.7
PC,1-4,F,Y25-64,IS,2014 ,63.3
PC,1-4,F,Y25-64,IT,2014 ,66.6
PC,1-4,F,Y25-64,LT,2014 ,50.0
PC,1-4,F,Y25-64,LU,2014 ,52.2
PC,1-4,F,Y25-64,LV,2014 ,45.6
PC,1-4,F,Y25-64,MT,2014 ,49.5
PC,1-4,F,Y25-64,NL,2014 ,29.2
PC,1-4,F,Y25-64,NO,2014 ,68.2
PC,1-4,F,Y25-64,PL,2014 ,61.8
PC,1-4,F,Y25-64,PT,2014 ,54.4
PC,1-4,F,Y25-64,RO,2014 ,51.5
PC,1-4,F,Y25-64,SE,2014 ,63.8
PC,1-4,F,Y25-64,SI,2014 ,65.0
PC,1-4,F,Y25-64,SK,2014 ,50.3
PC,1-4,F,Y25-64,TR,2014 ,73.5
PC,1-4,F,Y25-64,UK,2014 ,41.9
PC,1-4,F,Y35-44,AT,2014 ,68.5
PC,1-4,F,Y35-44,BE,2014 ,75.4
PC,1-4,F,Y35-44,BG,2014 ,49.1
PC,1-4,F,Y35-44,CY,2014 ,61.0
PC,1-4,F,Y35-44,CZ,2014 ,53.7
PC,1-4,F,Y35-44,DE,2014 ,50.2
PC,1-4,F,Y35-44,DK,2014 ,39.2
PC,1-4,F,Y35-44,EE,2014 ,53.4
PC,1-4,F,Y35-44,EL,2014 ,66.7
PC,1-4,F,Y35-44,ES,2014 ,66.0
PC,1-4,F,Y35-44,EU27_2020,2014 ,57.8
PC,1-4,F,Y35-44,EU28,2014 ,56.1
PC,1-4,F,Y35-44,FI,2014 ,46.5
PC,1-4,F,Y35-44,FR,2014 ,58.5
PC,1-4,F,Y35-44,HR,2014 ,60.9
PC,1-4,F,Y35-44,HU,2014 ,67.0
PC,1-4,F,Y35-44,IE,2014 ,33.0
PC,1-4,F,Y35-44,IS,2014 ,62.5
PC,1-4,F,Y35-44,IT,2014 ,68.6
PC,1-4,F,Y35-44,LT,2014 ,44.6
PC,1-4,F,Y35-44,LU,2014 ,59.8
PC,1-4,F,Y35-44,LV,2014 ,47.0
PC,1-4,F,Y35-44,MT,2014 ,43.3
PC,1-4,F,Y35-44,NL,2014 ,30.2
PC,1-4,F,Y35-44,NO,2014 ,71.4
PC,1-4,F,Y35-44,PL,2014 ,62.6
PC,1-4,F,Y35-44,PT,2014 ,55.1
PC,1-4,F,Y35-44,RO,2014 ,50.9
PC,1-4,F,Y35-44,RS,2014 ,
PC,1-4,F,Y35-44,SE,2014 ,65.2
PC,1-4,F,Y35-44,SI,2014 ,59.1
PC,1-4,F,Y35-44,SK,2014 ,48.8
PC,1-4,F,Y35-44,TR,2014 ,73.5
PC,1-4,F,Y35-44,UK,2014 ,46.6
PC,1-4,F,Y45-54,AT,2014 ,70.1
PC,1-4,F,Y45-54,BE,2014 ,74.7
PC,1-4,F,Y45-54,BG,2014 ,48.2
PC,1-4,F,Y45-54,CY,2014 ,56.3
PC,1-4,F,Y45-54,CZ,2014 ,51.2
PC,1-4,F,Y45-54,DE,2014 ,54.5
PC,1-4,F,Y45-54,DK,2014 ,42.7
PC,1-4,F,Y45-54,EE,2014 ,55.6
PC,1-4,F,Y45-54,EL,2014 ,65.0
PC,1-4,F,Y45-54,ES,2014 ,69.5
PC,1-4,F,Y45-54,EU27_2020,2014 ,59.8
PC,1-4,F,Y45-54,EU28,2014 ,56.5
PC,1-4,F,Y45-54,FI,2014 ,51.0
PC,1-4,F,Y45-54,FR,2014 ,67.5
PC,1-4,F,Y45-54,HR,2014 ,78.9
PC,1-4,F,Y45-54,HU,2014 ,64.3
PC,1-4,F,Y45-54,IE,2014 ,37.7
PC,1-4,F,Y45-54,IS,2014 ,57.8
PC,1-4,F,Y45-54,IT,2014 ,64.9
PC,1-4,F,Y45-54,LT,2014 ,53.9
PC,1-4,F,Y45-54,LU,2014 ,57.2
PC,1-4,F,Y45-54,LV,2014 ,48.9
PC,1-4,F,Y45-54,MT,2014 ,44.9
PC,1-4,F,Y45-54,NL,2014 ,29.2
PC,1-4,F,Y45-54,NO,2014 ,72.4
PC,1-4,F,Y45-54,PL,2014 ,66.8
PC,1-4,F,Y45-54,PT,2014 ,53.1
PC,1-4,F,Y45-54,RO,2014 ,55.0
PC,1-4,F,Y45-54,RS,2014 ,
PC,1-4,F,Y45-54,SE,2014 ,67.8
PC,1-4,F,Y45-54,SI,2014 ,70.9
PC,1-4,F,Y45-54,SK,2014 ,41.7
PC,1-4,F,Y45-54,TR,2014 ,77.8
PC,1-4,F,Y45-54,UK,2014 ,41.5
PC,1-4,F,Y45-64,AT,2014 ,69.6
PC,1-4,F,Y45-64,BE,2014 ,74.0
PC,1-4,F,Y45-64,BG,2014 ,50.1
PC,1-4,F,Y45-64,CY,2014 ,57.5
PC,1-4,F,Y45-64,CZ,2014 ,55.7
PC,1-4,F,Y45-64,DE,2014 ,55.7
PC,1-4,F,Y45-64,DK,2014 ,40.0
PC,1-4,F,Y45-64,EE,2014 ,54.1
PC,1-4,F,Y45-64,EL,2014 ,62.8
PC,1-4,F,Y45-64,ES,2014 ,69.4
PC,1-4,F,Y45-64,EU27_2020,2014 ,58.8
PC,1-4,F,Y45-64,EU28,2014 ,55.3
PC,1-4,F,Y45-64,FI,2014 ,50.9
PC,1-4,F,Y45-64,FR,2014 ,61.3
PC,1-4,F,Y45-64,HR,2014 ,81.0
PC,1-4,F,Y45-64,HU,2014 ,65.0
PC,1-4,F,Y45-64,IE,2014 ,35.7
PC,1-4,F,Y45-64,IS,2014 ,65.2
PC,1-4,F,Y45-64,IT,2014 ,65.3
PC,1-4,F,Y45-64,LT,2014 ,55.5
PC,1-4,F,Y45-64,LU,2014 ,55.5
PC,1-4,F,Y45-64,LV,2014 ,47.4
PC,1-4,F,Y45-64,MT,2014 ,43.9
PC,1-4,F,Y45-64,NL,2014 ,31.1
PC,1-4,F,Y45-64,NO,2014 ,71.3
PC,1-4,F,Y45-64,PL,2014 ,63.8
PC,1-4,F,Y45-64,PT,2014 ,51.3
PC,1-4,F,Y45-64,RO,2014 ,51.6
PC,1-4,F,Y45-64,RS,2014 ,
PC,1-4,F,Y45-64,SE,2014 ,66.1
PC,1-4,F,Y45-64,SI,2014 ,72.0
PC,1-4,F,Y45-64,SK,2014 ,47.3
PC,1-4,F,Y45-64,TR,2014 ,75.8
PC,1-4,F,Y45-64,UK,2014 ,38.8
PC,1-4,F,Y55-64,AT,2014 ,68.7
PC,1-4,F,Y55-64,BE,2014 ,72.6
PC,1-4,F,Y55-64,BG,2014 ,51.7
PC,1-4,F,Y55-64,CY,2014 ,59.7
PC,1-4,F,Y55-64,CZ,2014 ,62.0
PC,1-4,F,Y55-64,DE,2014 ,57.2
PC,1-4,F,Y55-64,DK,2014 ,36.6
PC,1-4,F,Y55-64,EE,2014 ,52.4
PC,1-4,F,Y55-64,EL,2014 ,59.8
PC,1-4,F,Y55-64,ES,2014 ,69.2
PC,1-4,F,Y55-64,EU27_2020,2014 ,57.4
PC,1-4,F,Y55-64,EU28,2014 ,53.5
PC,1-4,F,Y55-64,FI,2014 ,50.8
PC,1-4,F,Y55-64,FR,2014 ,52.3
PC,1-4,F,Y55-64,HR,2014 ,84.2
PC,1-4,F,Y55-64,HU,2014 ,65.9
PC,1-4,F,Y55-64,IE,2014 ,32.3
PC,1-4,F,Y55-64,IS,2014 ,74.6
PC,1-4,F,Y55-64,IT,2014 ,65.9
PC,1-4,F,Y55-64,LT,2014 ,58.1
PC,1-4,F,Y55-64,LU,2014 ,52.6
PC,1-4,F,Y55-64,LV,2014 ,45.6
PC,1-4,F,Y55-64,MT,2014 ,42.2
PC,1-4,F,Y55-64,NL,2014 ,34.3
PC,1-4,F,Y55-64,NO,2014 ,69.9
PC,1-4,F,Y55-64,PL,2014 ,60.2
PC,1-4,F,Y55-64,PT,2014 ,48.4
PC,1-4,F,Y55-64,RO,2014 ,47.3
PC,1-4,F,Y55-64,RS,2014 ,
PC,1-4,F,Y55-64,SE,2014 ,63.9
PC,1-4,F,Y55-64,SI,2014 ,74.3
PC,1-4,F,Y55-64,SK,2014 ,54.3
PC,1-4,F,Y55-64,TR,2014 ,72.4
PC,1-4,F,Y55-64,UK,2014 ,34.7
PC,1-4,F,Y65-74,AT,2014 ,68.6
PC,1-4,F,Y65-74,BE,2014 ,64.0
PC,1-4,F,Y65-74,BG,2014 ,51.6
PC,1-4,F,Y65-74,CY,2014 ,56.1
PC,1-4,F,Y65-74,CZ,2014 ,66.2
PC,1-4,F,Y65-74,DE,2014 ,60.0
PC,1-4,F,Y65-74,DK,2014 ,46.6
PC,1-4,F,Y65-74,EE,2014 ,60.5
PC,1-4,F,Y65-74,EL,2014 ,81.6
PC,1-4,F,Y65-74,ES,2014 ,73.3
PC,1-4,F,Y65-74,EU27_2020,2014 ,60.1
PC,1-4,F,Y65-74,EU28,2014 ,56.6
PC,1-4,F,Y65-74,FI,2014 ,62.5
PC,1-4,F,Y65-74,FR,2014 ,53.7
PC,1-4,F,Y65-74,HR,2014 ,91.1
PC,1-4,F,Y65-74,HU,2014 ,63.2
PC,1-4,F,Y65-74,IE,2014 ,39.4
PC,1-4,F,Y65-74,IS,2014 ,50.7
PC,1-4,F,Y65-74,IT,2014 ,67.3
PC,1-4,F,Y65-74,LT,2014 ,51.0
PC,1-4,F,Y65-74,LU,2014 ,51.9
PC,1-4,F,Y65-74,LV,2014 ,46.1
PC,1-4,F,Y65-74,MT,2014 ,
PC,1-4,F,Y65-74,NL,2014 ,36.7
PC,1-4,F,Y65-74,NO,2014 ,78.8
PC,1-4,F,Y65-74,PL,2014 ,65.3
PC,1-4,F,Y65-74,PT,2014 ,46.1
PC,1-4,F,Y65-74,RO,2014 ,48.8
PC,1-4,F,Y65-74,RS,2014 ,
PC,1-4,F,Y65-74,SE,2014 ,67.7
PC,1-4,F,Y65-74,SI,2014 ,72.2
PC,1-4,F,Y65-74,SK,2014 ,52.9
PC,1-4,F,Y65-74,TR,2014 ,94.1
PC,1-4,F,Y65-74,UK,2014 ,42.6
PC,1-4,F,Y_GE18,AT,2014 ,66.2
PC,1-4,F,Y_GE18,BE,2014 ,72.5
PC,1-4,F,Y_GE18,BG,2014 ,50.8
PC,1-4,F,Y_GE18,CY,2014 ,55.5
PC,1-4,F,Y_GE18,CZ,2014 ,60.3
PC,1-4,F,Y_GE18,DE,2014 ,51.9
PC,1-4,F,Y_GE18,DK,2014 ,39.8
PC,1-4,F,Y_GE18,EE,2014 ,53.7
PC,1-4,F,Y_GE18,EL,2014 ,62.8
PC,1-4,F,Y_GE18,ES,2014 ,65.8
PC,1-4,F,Y_GE18,EU27_2020,2014 ,56.9
PC,1-4,F,Y_GE18,EU28,2014 ,54.5
PC,1-4,F,Y_GE18,FI,2014 ,49.7
PC,1-4,F,Y_GE18,FR,2014 ,55.9
PC,1-4,F,Y_GE18,HR,2014 ,75.0
PC,1-4,F,Y_GE18,HU,2014 ,64.3
PC,1-4,F,Y_GE18,IE,2014 ,34.7
PC,1-4,F,Y_GE18,IS,2014 ,62.2
PC,1-4,F,Y_GE18,IT,2014 ,66.4
PC,1-4,F,Y_GE18,LT,2014 ,49.8
PC,1-4,F,Y_GE18,LU,2014 ,52.2
PC,1-4,F,Y_GE18,LV,2014 ,45.9
PC,1-4,F,Y_GE18,MT,2014 ,48.0
PC,1-4,F,Y_GE18,NL,2014 ,29.8
PC,1-4,F,Y_GE18,NO,2014 ,69.6
PC,1-4,F,Y_GE18,PL,2014 ,61.9
PC,1-4,F,Y_GE18,PT,2014 ,54.4
PC,1-4,F,Y_GE18,RO,2014 ,50.3
PC,1-4,F,Y_GE18,RS,2014 ,
PC,1-4,F,Y_GE18,SE,2014 ,65.0
PC,1-4,F,Y_GE18,SI,2014 ,65.6
PC,1-4,F,Y_GE18,SK,2014 ,50.1
PC,1-4,F,Y_GE18,TR,2014 ,71.7
PC,1-4,F,Y_GE18,UK,2014 ,42.0
PC,1-4,F,Y_GE65,AT,2014 ,78.1
PC,1-4,F,Y_GE65,BE,2014 ,67.3
PC,1-4,F,Y_GE65,BG,2014 ,50.8
PC,1-4,F,Y_GE65,CY,2014 ,56.8
PC,1-4,F,Y_GE65,CZ,2014 ,66.9
PC,1-4,F,Y_GE65,DE,2014 ,60.1
PC,1-4,F,Y_GE65,DK,2014 ,42.2
PC,1-4,F,Y_GE65,EE,2014 ,61.1
PC,1-4,F,Y_GE65,EL,2014 ,82.0
PC,1-4,F,Y_GE65,ES,2014 ,69.2
PC,1-4,F,Y_GE65,EU27_2020,2014 ,61.1
PC,1-4,F,Y_GE65,EU28,2014 ,57.2
PC,1-4,F,Y_GE65,FI,2014 ,60.4
PC,1-4,F,Y_GE65,FR,2014 ,58.5
PC,1-4,F,Y_GE65,HR,2014 ,87.8
PC,1-4,F,Y_GE65,HU,2014 ,64.4
PC,1-4,F,Y_GE65,IE,2014 ,41.7
PC,1-4,F,Y_GE65,IS,2014 ,52.4
PC,1-4,F,Y_GE65,IT,2014 ,69.9
PC,1-4,F,Y_GE65,LT,2014 ,49.2
PC,1-4,F,Y_GE65,LU,2014 ,55.3
PC,1-4,F,Y_GE65,LV,2014 ,49.6
PC,1-4,F,Y_GE65,MT,2014 ,67.0
PC,1-4,F,Y_GE65,NL,2014 ,36.6
PC,1-4,F,Y_GE65,NO,2014 ,77.1
PC,1-4,F,Y_GE65,PL,2014 ,68.7
PC,1-4,F,Y_GE65,PT,2014 ,45.8
PC,1-4,F,Y_GE65,RO,2014 ,45.4
PC,1-4,F,Y_GE65,RS,2014 ,
PC,1-4,F,Y_GE65,SE,2014 ,70.6
PC,1-4,F,Y_GE65,SI,2014 ,75.0
PC,1-4,F,Y_GE65,SK,2014 ,52.0
PC,1-4,F,Y_GE65,TR,2014 ,88.6
PC,1-4,F,Y_GE65,UK,2014 ,43.2
PC,1-4,F,Y_GE75,AT,2014 ,88.2
PC,1-4,F,Y_GE75,BE,2014 ,73.2
PC,1-4,F,Y_GE75,BG,2014 ,49.3
PC,1-4,F,Y_GE75,CY,2014 ,
PC,1-4,F,Y_GE75,CZ,2014 ,68.5
PC,1-4,F,Y_GE75,DE,2014 ,60.2
PC,1-4,F,Y_GE75,DK,2014 ,32.0
PC,1-4,F,Y_GE75,EE,2014 ,61.7
PC,1-4,F,Y_GE75,EL,2014 ,83.0
PC,1-4,F,Y_GE75,ES,2014 ,60.5
PC,1-4,F,Y_GE75,EU27_2020,2014 ,62.9
PC,1-4,F,Y_GE75,EU28,2014 ,58.4
PC,1-4,F,Y_GE75,FI,2014 ,55.3
PC,1-4,F,Y_GE75,FR,2014 ,69.5
PC,1-4,F,Y_GE75,HR,2014 ,81.9
PC,1-4,F,Y_GE75,HU,2014 ,67.2
PC,1-4,F,Y_GE75,IE,2014 ,46.9
PC,1-4,F,Y_GE75,IS,2014 ,
PC,1-4,F,Y_GE75,IT,2014 ,76.2
PC,1-4,F,Y_GE75,LT,2014 ,45.5
PC,1-4,F,Y_GE75,LU,2014 ,
PC,1-4,F,Y_GE75,LV,2014 ,54.9
PC,1-4,F,Y_GE75,MT,2014 ,
PC,1-4,F,Y_GE75,NL,2014 ,36.5
PC,1-4,F,Y_GE75,NO,2014 ,73.8
PC,1-4,F,Y_GE75,PL,2014 ,74.4
PC,1-4,F,Y_GE75,PT,2014 ,45.4
PC,1-4,F,Y_GE75,RO,2014 ,40.1
PC,1-4,F,Y_GE75,RS,2014 ,
PC,1-4,F,Y_GE75,SE,2014 ,76.8
PC,1-4,F,Y_GE75,SI,2014 ,80.9
PC,1-4,F,Y_GE75,SK,2014 ,
PC,1-4,F,Y_GE75,TR,2014 ,
PC,1-4,F,Y_GE75,UK,2014 ,44.0
PC,1-4,M,TOTAL,AT,2014 ,58.4
PC,1-4,M,TOTAL,BE,2014 ,70.7
PC,1-4,M,TOTAL,BG,2014 ,46.6
PC,1-4,M,TOTAL,CY,2014 ,46.9
PC,1-4,M,TOTAL,CZ,2014 ,41.9
PC,1-4,M,TOTAL,DE,2014 ,43.2
PC,1-4,M,TOTAL,DK,2014 ,39.3
PC,1-4,M,TOTAL,EE,2014 ,47.9
PC,1-4,M,TOTAL,EL,2014 ,56.3
PC,1-4,M,TOTAL,ES,2014 ,62.6
PC,1-4,M,TOTAL,EU27_2020,2014 ,50.6
PC,1-4,M,TOTAL,EU28,2014 ,50.3
PC,1-4,M,TOTAL,FI,2014 ,50.5
PC,1-4,M,TOTAL,FR,2014 ,49.3
PC,1-4,M,TOTAL,HR,2014 ,69.4
PC,1-4,M,TOTAL,HU,2014 ,60.1
PC,1-4,M,TOTAL,IE,2014 ,40.0
PC,1-4,M,TOTAL,IS,2014 ,56.7
PC,1-4,M,TOTAL,IT,2014 ,67.5
PC,1-4,M,TOTAL,LT,2014 ,47.4
PC,1-4,M,TOTAL,LU,2014 ,44.6
PC,1-4,M,TOTAL,LV,2014 ,39.3
PC,1-4,M,TOTAL,MT,2014 ,51.3
PC,1-4,M,TOTAL,NL,2014 ,23.1
PC,1-4,M,TOTAL,NO,2014 ,61.9
PC,1-4,M,TOTAL,PL,2014 ,59.4
PC,1-4,M,TOTAL,PT,2014 ,63.3
PC,1-4,M,TOTAL,RO,2014 ,46.3
PC,1-4,M,TOTAL,RS,2014 ,
PC,1-4,M,TOTAL,SE,2014 ,51.1
PC,1-4,M,TOTAL,SI,2014 ,60.2
PC,1-4,M,TOTAL,SK,2014 ,43.0
PC,1-4,M,TOTAL,TR,2014 ,63.6
PC,1-4,M,TOTAL,UK,2014 ,48.3
PC,1-4,M,Y15-19,AT,2014 ,
PC,1-4,M,Y15-19,BE,2014 ,
PC,1-4,M,Y15-19,BG,2014 ,0.0
PC,1-4,M,Y15-19,CY,2014 ,0.0
PC,1-4,M,Y15-19,CZ,2014 ,0.0
PC,1-4,M,Y15-19,DE,2014 ,
PC,1-4,M,Y15-19,DK,2014 ,
PC,1-4,M,Y15-19,EE,2014 ,0.0
PC,1-4,M,Y15-19,EL,2014 ,0.0
PC,1-4,M,Y15-19,ES,2014 ,
PC,1-4,M,Y15-19,EU28,2014 ,39.1
PC,1-4,M,Y15-19,FI,2014 ,0.0
PC,1-4,M,Y15-19,FR,2014 ,36.0
PC,1-4,M,Y15-19,HR,2014 ,0.0
PC,1-4,M,Y15-19,HU,2014 ,0.0
PC,1-4,M,Y15-19,IE,2014 ,0.0
PC,1-4,M,Y15-19,IS,2014 ,0.0
PC,1-4,M,Y15-19,IT,2014 ,0.0
PC,1-4,M,Y15-19,LT,2014 ,0.0
PC,1-4,M,Y15-19,LU,2014 ,
PC,1-4,M,Y15-19,LV,2014 ,0.0
PC,1-4,M,Y15-19,MT,2014 ,
PC,1-4,M,Y15-19,NL,2014 ,
PC,1-4,M,Y15-19,NO,2014 ,0.0
PC,1-4,M,Y15-19,PL,2014 ,0.0
PC,1-4,M,Y15-19,PT,2014 ,
PC,1-4,M,Y15-19,RO,2014 ,0.0
PC,1-4,M,Y15-19,SE,2014 ,0.0
PC,1-4,M,Y15-19,SI,2014 ,
PC,1-4,M,Y15-19,SK,2014 ,
PC,1-4,M,Y15-19,TR,2014 ,
PC,1-4,M,Y15-19,UK,2014 ,
PC,1-4,M,Y15-24,AT,2014 ,49.8
PC,1-4,M,Y15-24,BE,2014 ,67.8
PC,1-4,M,Y15-24,BG,2014 ,
PC,1-4,M,Y15-24,CY,2014 ,42.9
PC,1-4,M,Y15-24,CZ,2014 ,
PC,1-4,M,Y15-24,DE,2014 ,29.8
PC,1-4,M,Y15-24,DK,2014 ,
PC,1-4,M,Y15-24,EE,2014 ,
PC,1-4,M,Y15-24,EL,2014 ,
PC,1-4,M,Y15-24,ES,2014 ,62.2
PC,1-4,M,Y15-24,EU27_2020,2014 ,44.4
PC,1-4,M,Y15-24,EU28,2014 ,45.3
PC,1-4,M,Y15-24,FI,2014 ,
PC,1-4,M,Y15-24,FR,2014 ,43.2
PC,1-4,M,Y15-24,HR,2014 ,70.9
PC,1-4,M,Y15-24,HU,2014 ,
PC,1-4,M,Y15-24,IE,2014 ,
PC,1-4,M,Y15-24,IS,2014 ,
PC,1-4,M,Y15-24,IT,2014 ,58.6
PC,1-4,M,Y15-24,LT,2014 ,28.2
PC,1-4,M,Y15-24,LU,2014 ,
PC,1-4,M,Y15-24,LV,2014 ,36.9
PC,1-4,M,Y15-24,MT,2014 ,51.5
PC,1-4,M,Y15-24,NL,2014 ,21.1
PC,1-4,M,Y15-24,NO,2014 ,44.6
PC,1-4,M,Y15-24,PL,2014 ,49.7
PC,1-4,M,Y15-24,PT,2014 ,59.3
PC,1-4,M,Y15-24,RO,2014 ,55.2
PC,1-4,M,Y15-24,RS,2014 ,
PC,1-4,M,Y15-24,SE,2014 ,24.4
PC,1-4,M,Y15-24,SI,2014 ,64.9
PC,1-4,M,Y15-24,SK,2014 ,36.1
PC,1-4,M,Y15-24,TR,2014 ,54.9
PC,1-4,M,Y15-24,UK,2014 ,50.2
PC,1-4,M,Y15-29,AT,2014 ,52.6
PC,1-4,M,Y15-29,BE,2014 ,64.8
PC,1-4,M,Y15-29,BG,2014 ,52.8
PC,1-4,M,Y15-29,CY,2014 ,37.0
PC,1-4,M,Y15-29,CZ,2014 ,31.7
PC,1-4,M,Y15-29,DE,2014 ,31.9
PC,1-4,M,Y15-29,DK,2014 ,30.4
PC,1-4,M,Y15-29,EE,2014 ,48.2
PC,1-4,M,Y15-29,EL,2014 ,47.7
PC,1-4,M,Y15-29,ES,2014 ,61.6
PC,1-4,M,Y15-29,EU27_2020,2014 ,44.5
PC,1-4,M,Y15-29,EU28,2014 ,44.7
PC,1-4,M,Y15-29,FI,2014 ,43.9
PC,1-4,M,Y15-29,FR,2014 ,42.3
PC,1-4,M,Y15-29,HR,2014 ,72.0
PC,1-4,M,Y15-29,HU,2014 ,61.1
PC,1-4,M,Y15-29,IE,2014 ,26.8
PC,1-4,M,Y15-29,IS,2014 ,70.3
PC,1-4,M,Y15-29,IT,2014 ,63.8
PC,1-4,M,Y15-29,LT,2014 ,52.0
PC,1-4,M,Y15-29,LU,2014 ,38.0
PC,1-4,M,Y15-29,LV,2014 ,37.6
PC,1-4,M,Y15-29,MT,2014 ,54.1
PC,1-4,M,Y15-29,NL,2014 ,18.2
PC,1-4,M,Y15-29,NO,2014 ,54.0
PC,1-4,M,Y15-29,PL,2014 ,50.9
PC,1-4,M,Y15-29,PT,2014 ,68.3
PC,1-4,M,Y15-29,RO,2014 ,50.6
PC,1-4,M,Y15-29,RS,2014 ,
PC,1-4,M,Y15-29,SE,2014 ,37.5
PC,1-4,M,Y15-29,SI,2014 ,60.1
PC,1-4,M,Y15-29,SK,2014 ,39.2
